etat,nameclient,porteur,zoneclient,nature,leadrating,coord,titgrp,datedet,budget,botech
BC,-9,130409,101185,villa,1,130409,130418,2020-09-02,1460,\N
BC,136416,28576,89688,usine,1,28575,134666,2020-06-02,9031,\N
BC,136416,28576,89688,usine,1,136898,134666,2020-06-02,9031,\N
BC,137464,136898,89694,villa,1,136898,115743,2020-03-10,7563,\N
BC,150000,130410,89694,villa,5,130410,136907,2020-08-07,\N,\N
BC,-9,150300,89679,MACHINERIE,1,150300,150305,2020-09-09,210957,\N
Perdus,143830,122055,89672,habitation,1,122055,115741,2020-06-19,68251,28614
BC,-9,130409,101185,villa,1,130409,130418,2020-09-19,4000,\N
BC,192346,130410,189410,villa,5,-9,133119,2021-02-13,442,\N
BC,143686,130410,139282,villa,1,130410,130418,2020-06-22,\N,\N
BC,-9,28575,89687,villa,1,130411,136907,2020-08-12,\N,\N
Perdus,100373,122018,89694,salon de the,1,108905,115745,2020-06-22,56290,\N
Perdus,100373,122018,89694,salon de the,1,133385,115745,2020-06-22,56290,\N
Perdus,-9,130392,101185,villa,1,130392,133119,2020-03-18,\N,\N
Perdus,138006,130410,89694,restaurant,3,130410,130418,2020-03-09,\N,\N
Perdus,138304,108905,140671,habitation,1,28570,115742,2020-01-02,28071,\N
BC,147823,130590,89694,villa,1,130590,130419,2020-08-05,\N,\N
Perdus,90631,28577,89694,banque,3,122027,115744,2020-02-26,107419,\N
Perdus,90631,28577,89694,banque,3,142832,115744,2020-02-26,107419,\N
BC,139362,130411,89694,villa,5,130411,130418,2020-01-28,18750,\N
Perdus,-9,28577,89674,usine,1,28609,115746,2020-01-06,21496,\N
Perdus,153375,130410,89694,villa,5,130410,133119,2020-08-17,1328,\N
Perdus,147522,28570,89691,habitation,1,28570,115742,2020-07-27,31422,\N
Perdus,-9,122027,89694,siege administratif,3,122027,115744,2020-04-14,238352,142832
Perdus,90361,108904,89687,distribution,1,108904,115744,2020-05-21,12630,\N
BC,97009,28609,89694,infrastructure,2,28577,115745,2020-04-29,97363,\N
BC,97009,28609,89694,infrastructure,2,108905,115745,2020-04-29,97363,\N
BC,127818,28614,89694,habitation,1,122055,115741,2019-02-09,34861,28614
BC,127818,28614,89694,habitation,1,28614,115741,2019-02-09,34861,28614
Perdus,137436,130410,89694,villa,5,130410,130418,2020-03-09,\N,\N
BC,174815,130410,89687,villa,5,130410,133119,2020-11-04,5697,\N
BC,122904,122018,89672,habitation,4,122018,115744,2019-12-03,0,108904
Perdus,-9,130411,139140,villa,1,130411,136907,2020-05-27,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-10-08,226,\N
Perdus,-9,130411,101185,villa,1,130411,130418,2020-08-31,2356,\N
BC,144046,108905,89683,siege administratif,1,108905,115745,2020-06-18,\N,\N
BC,144046,108905,89683,siege administratif,1,133385,115745,2020-06-18,\N,\N
BC,93804,93108,89672,habitation,4,177167,133120,2020-01-20,29000,\N
BC,-9,146447,101185,villa,1,130590,130419,2020-08-05,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-09,\N,\N
BC,167916,130590,89688,villa,1,130590,130419,2020-10-10,4775,\N
BC,-9,140993,89677,distribution,1,140993,115744,2020-09-04,9870,\N
BC,90988,28614,89684,habitation,1,122055,115744,2020-05-13,340532,28614
BC,-9,130392,101185,villa,1,130392,130418,2020-10-24,1118,\N
Perdus,140310,130410,89694,villa,5,130410,130418,2020-05-19,\N,\N
BC,183801,130410,89694,villa,5,130410,130418,2020-12-15,798,\N
BC,-9,150300,89675,MACHINERIE,1,150300,150305,2020-08-20,118964,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-08-10,\N,\N
BC,90825,28575,89694,villa,1,28575,134666,2018-03-06,2770,\N
BC,90825,28575,89694,villa,1,136898,134666,2018-03-06,2770,\N
Perdus,90971,28614,89694,bureautique,1,122055,115747,2019-02-12,4531,28614
BC,122166,28614,89694,habitation,1,122055,115742,2018-01-15,185929,28614
BC,122166,28614,89694,habitation,1,28579,115742,2018-01-15,185929,28614
BC,91142,28614,89694,mixte,1,122055,115742,2019-09-26,89268,28614
Perdus,-9,93480,101185,distribution,1,122018,115744,2020-05-30,94582,108904
BC,90815,108905,89672,hotel,1,108905,115745,2020-01-03,61088,\N
Perdus,90836,28614,89691,habitation,1,28570,115742,2019-10-11,27784,\N
BC,166258,130410,89687,villa,5,130410,133119,2020-10-05,298,\N
BC,-9,130409,101185,villa,1,130409,133119,2020-05-27,\N,\N
Perdus,90766,122018,89674,usine,1,122018,115744,2020-02-07,250545,\N
Perdus,90766,122018,89674,usine,1,108904,115744,2020-02-07,250545,\N
BC,176350,130410,89694,villa,5,130410,133119,2020-11-10,1323,\N
BC,190827,130410,189410,villa,5,-9,133119,2021-02-03,10211,\N
Perdus,154182,130590,89694,villa,1,130590,130419,2020-09-02,12602,\N
Perdus,122132,28576,89688,villa,5,122018,115744,2019-12-20,125350,\N
BC,-9,130411,89688,villa,2,130411,136907,2020-10-13,28000,\N
BC,166459,130590,89691,villa,1,-9,130419,2020-10-06,1862,\N
Perdus,-9,108905,89694,usine,1,108905,115745,2020-02-11,\N,\N
BC,-9,130411,189410,villa,1,130411,130418,2021-02-08,2497,\N
BC,149921,130590,89691,villa,1,130590,130419,2020-08-14,1700,\N
Perdus,139937,130410,89694,villa,1,130410,130418,2020-05-13,\N,\N
Perdus,-9,122055,89694,villa,1,122027,115744,2020-02-06,240660,\N
Perdus,-9,122055,89694,villa,1,108904,115744,2020-02-06,240660,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-09-03,\N,\N
BC,140762,130410,89683,villa,5,130410,130418,2020-05-26,\N,\N
BC,127104,130410,89694,villa,5,130410,130418,2020-05-05,\N,\N
Perdus,137697,130590,89694,villa,1,130590,130419,2020-03-13,\N,\N
BC,148782,130590,89694,villa,1,130590,130419,2020-08-10,6000,\N
Perdus,-9,28576,138084,habitation,1,93480,115744,2020-08-12,60049,142832
BC,137255,130410,89687,villa,5,130410,133119,2020-03-03,\N,\N
Perdus,91434,28614,89694,habitation,1,122055,115741,2019-11-05,75026,\N
